issue,number,link,trimmed_list_lemmatize,trimmed_list_stemming
"cmd/geth,internal:  set cpu number when geth starting",17148,https://github.com/ethereum/go-ethereum/issues/17148,"['cmdgethinternal', 'set', 'cpu', 'number', 'geth', 'starting']","['cmd', 'geth', 'intern', 'set', 'cpu', 'number', 'geth', 'start']"
"""./go-ethereum/consensus/ethash""mining issue with private ethereum network",17147,https://github.com/ethereum/go-ethereum/issues/17147,"['goethereumconsensusethashmining', 'issue', 'private', 'ethereum', 'network']","['go', 'ethereum', 'consensu', 'ethash', 'mine', 'issu', 'privat', 'ethereum', 'network']"
rpc/client.go: fixed typo,17146,https://github.com/ethereum/go-ethereum/issues/17146,"['rpcclientgo', 'fixed', 'typo']","['rpc', 'client', 'go', 'fix', 'typo']"
rpc: quick exit if no methods/subscriptions given,17145,https://github.com/ethereum/go-ethereum/issues/17145,"['rpc', 'quick', 'exit', 'methodssubscriptions', 'given']","['rpc', 'quick', 'exit', 'method', 'subscript', 'given']"
"vendor, ethdb: resume write operation asap",17144,https://github.com/ethereum/go-ethereum/issues/17144,"['vendor', 'ethdb', 'resume', 'write', 'operation', 'asap']","['vendor', 'ethdb', 'resum', 'write', 'oper', 'asap']"
eth.getBalance' and 'client.BalanceAt' balances do not match in rinkeby,17143,https://github.com/ethereum/go-ethereum/issues/17143,"['ethgetbalance', 'clientbalanceat', 'balance', 'match', 'rinkeby']","['eth', 'getbal', 'client', 'balanceat', 'balanc', 'match', 'rinkebi']"
Full Sync fails on block 150000 with BAD BLOCK Error: invalid mix digest,17142,https://github.com/ethereum/go-ethereum/issues/17142,"['full', 'sync', 'fails', 'block', '150000', 'bad', 'block', 'error', 'invalid', 'mix', 'digest']","['full', 'sync', 'fail', 'block', '150000', 'bad', 'block', 'error', 'invalid', 'mix', 'digest']"
Go test fails for windows environment,17141,https://github.com/ethereum/go-ethereum/issues/17141,"['go', 'test', 'fails', 'window', 'environment']","['go', 'test', 'fail', 'window', 'environ']"
cmd/geth/main.go: fixed typo,17140,https://github.com/ethereum/go-ethereum/issues/17140,"['cmdgethmaingo', 'fixed', 'typo']","['cmd', 'geth', 'main', 'go', 'fix', 'typo']"
WIP: Increase private network mining rate,17139,https://github.com/ethereum/go-ethereum/issues/17139,"['wip', 'increase', 'private', 'network', 'mining', 'rate']","['wip', 'increas', 'privat', 'network', 'mine', 'rate']"
Use Zeromq socket instead of default unix socket for IPC,17138,https://github.com/ethereum/go-ethereum/issues/17138,"['use', 'zeromq', 'socket', 'instead', 'default', 'unix', 'socket', 'ipc']","['use', 'zeromq', 'socket', 'instead', 'default', 'unix', 'socket', 'ipc']"
consensus/clique/api.go: fixed documentation typo,17137,https://github.com/ethereum/go-ethereum/issues/17137,"['consensuscliqueapigo', 'fixed', 'documentation', 'typo']","['consensu', 'cliqu', 'api', 'go', 'fix', 'document', 'typo']"
cmd: fix a spelling mistake,17136,https://github.com/ethereum/go-ethereum/issues/17136,"['cmd', 'fix', 'spelling', 'mistake']","['cmd', 'fix', 'spell', 'mistak']"
Can't sync in `light` mode,17135,https://github.com/ethereum/go-ethereum/issues/17135,"['cant', 'sync', 'light', 'mode']","['can', 'sync', 'light', 'mode']"
My private chain can not make block after running miner.start(),17134,https://github.com/ethereum/go-ethereum/issues/17134,"['my', 'private', 'chain', 'make', 'block', 'running', 'minerstart']","['my', 'privat', 'chain', 'make', 'block', 'run', 'miner', 'start']"
"eth.getBalance('account', 'block-no') returns 'Error: missing trie node'",17133,https://github.com/ethereum/go-ethereum/issues/17133,"['ethgetbalanceaccount', 'blockno', 'return', 'error', 'missing', 'trie', 'node']","['eth', 'getbal', 'account', 'block', 'return', 'error', 'miss', 'trie', 'node']"
Addition of readthedocs page for go-ethereum,17132,https://github.com/ethereum/go-ethereum/issues/17132,"['addition', 'readthedocs', 'page', 'goethereum']","['addit', 'readthedoc', 'page', 'go', 'ethereum']"
OOM when create account on geth ver 1.8.11,17131,https://github.com/ethereum/go-ethereum/issues/17131,"['oom', 'create', 'account', 'geth', 'ver', '1811']","['oom', 'creat', 'account', 'geth', 'ver', '1', '8', '11']"
core/types: fix func TxDifference,17130,https://github.com/ethereum/go-ethereum/issues/17130,"['coretypes', 'fix', 'func', 'txdifference']","['core', 'type', 'fix', 'func', 'txdiffer']"
Getting privacy error for geth.ethereum.org,17129,https://github.com/ethereum/go-ethereum/issues/17129,"['getting', 'privacy', 'error', 'gethethereumorg']","['get', 'privaci', 'error', 'geth', 'ethereum', 'org']"
"geth 1.7.2 crashes on mainnet , only starts after removedb , the same incident occured on 2 of my geth servers",17128,https://github.com/ethereum/go-ethereum/issues/17128,"['geth', '172', 'crash', 'mainnet', 'start', 'removedb', 'incident', 'occured', '2', 'geth', 'server']","['geth', '1', '7', '2', 'crash', 'mainnet', 'start', 'removedb', 'incid', 'occur', '2', 'geth', 'server']"
"Private Chain, Ether gets sent to 3 random addresses",17127,https://github.com/ethereum/go-ethereum/issues/17127,"['private', 'chain', 'ether', 'get', 'sent', '3', 'random', 'address']","['privat', 'chain', 'ether', 'get', 'sent', '3', 'random', 'address']"
Unable to get traces for specific transactions on rinkeby,17126,https://github.com/ethereum/go-ethereum/issues/17126,"['unable', 'get', 'trace', 'specific', 'transaction', 'rinkeby']","['unabl', 'get', 'trace', 'specif', 'transact', 'rinkebi']"
downloads: update index.html,17125,https://github.com/ethereum/go-ethereum/issues/17125,"['downloads', 'update', 'indexhtml']","['download', 'updat', 'index', 'html']"
light: new CHTs,17124,https://github.com/ethereum/go-ethereum/issues/17124,"['light', 'new', 'chts']","['light', 'new', 'cht']"
wrong transaction occurred,17123,https://github.com/ethereum/go-ethereum/issues/17123,"['wrong', 'transaction', 'occurred']","['wrong', 'transact', 'occur']"
ear,17122,https://github.com/ethereum/go-ethereum/issues/17122,['ear'],['ear']
consensus/ethash/ethash.go: fixed typo,17121,https://github.com/ethereum/go-ethereum/issues/17121,"['consensusethashethashgo', 'fixed', 'typo']","['consensu', 'ethash', 'ethash', 'go', 'fix', 'typo']"
How to send 1-N signalling messages on Whisper?,17120,https://github.com/ethereum/go-ethereum/issues/17120,"['how', 'send', '1n', 'signalling', 'message', 'whisper']","['how', 'send', '1', 'n', 'signal', 'messag', 'whisper']"
Download page doesn't work well,17119,https://github.com/ethereum/go-ethereum/issues/17119,"['download', 'page', 'doesnt', 'work', 'well']","['download', 'page', 'work', 'well']"
cmd/evm: change error msg output to stderr,17118,https://github.com/ethereum/go-ethereum/issues/17118,"['cmdevm', 'change', 'error', 'msg', 'output', 'stderr']","['cmd', 'evm', 'chang', 'error', 'msg', 'output', 'stderr']"
Geth 1.8.11-stable struggling with network usage uptick,17117,https://github.com/ethereum/go-ethereum/issues/17117,"['geth', '1811stable', 'struggling', 'network', 'usage', 'uptick']","['geth', '1', '8', '11', 'stabl', 'struggl', 'network', 'usag', 'uptick']"
cmd/p2psim: add exit error output and exit code,17116,https://github.com/ethereum/go-ethereum/issues/17116,"['cmdp2psim', 'add', 'exit', 'error', 'output', 'exit', 'code']","['cmd', 'p2psim', 'add', 'exit', 'error', 'output', 'exit', 'code']"
I had a problem when I set up a private blockchain on the distributed systems in the cluster,17115,https://github.com/ethereum/go-ethereum/issues/17115,"['i', 'problem', 'i', 'set', 'private', 'blockchain', 'distributed', 'system', 'cluster']","['i', 'problem', 'i', 'set', 'privat', 'blockchain', 'distribut', 'system', 'cluster']"
node/doc.go: typo fix,17113,https://github.com/ethereum/go-ethereum/issues/17113,"['nodedocgo', 'typo', 'fix']","['node', 'doc', 'go', 'typo', 'fix']"
Change port & ipc path per chain,17112,https://github.com/ethereum/go-ethereum/issues/17112,"['change', 'port', 'ipc', 'path', 'per', 'chain']","['chang', 'port', 'ipc', 'path', 'per', 'chain']"
trie: fix a temporary memory leak in the memcache,17111,https://github.com/ethereum/go-ethereum/issues/17111,"['trie', 'fix', 'temporary', 'memory', 'leak', 'memcache']","['trie', 'fix', 'temporari', 'memori', 'leak', 'memcach']"
Rpc api  SendTransaction EOF error,17110,https://github.com/ethereum/go-ethereum/issues/17110,"['rpc', 'api', 'sendtransaction', 'eof', 'error']","['rpc', 'api', 'sendtransact', 'eof', 'error']"
Cannot start and stop the miner after connect using Geth attach,17109,https://github.com/ethereum/go-ethereum/issues/17109,"['can', 'start', 'stop', 'miner', 'connect', 'using', 'geth', 'attach']","['can', 'start', 'stop', 'miner', 'connect', 'use', 'geth', 'attach']"
sync again after geth was off for 3 days,17108,https://github.com/ethereum/go-ethereum/issues/17108,"['sync', 'geth', '3', 'day']","['sync', 'geth', '3', 'day']"
core: remove unnecessary fields in log,17106,https://github.com/ethereum/go-ethereum/issues/17106,"['core', 'remove', 'unnecessary', 'field', 'log']","['core', 'remov', 'unnecessari', 'field', 'log']"
Retrieved hash chain is Invalid,17105,https://github.com/ethereum/go-ethereum/issues/17105,"['retrieved', 'hash', 'chain', 'invalid']","['retriev', 'hash', 'chain', 'invalid']"
crypto/bn256/google/curve.go missing a Go 1.11 patch,17104,https://github.com/ethereum/go-ethereum/issues/17104,"['cryptobn256googlecurvego', 'missing', 'go', '111', 'patch']","['crypto', 'bn256', 'googl', 'curv', 'go', 'miss', 'go', '1', '11', 'patch']"
check it again Merge pull request #1 from ethereum/master,17103,https://github.com/ethereum/go-ethereum/issues/17103,"['check', 'merge', 'pull', 'request', '1', 'ethereummaster']","['check', 'merg', 'pull', 'request', '1', 'ethereum', 'master']"
ethstats: ethstats.go comment minor correction,17102,https://github.com/ethereum/go-ethereum/issues/17102,"['ethstats', 'ethstatsgo', 'comment', 'minor', 'correction']","['ethstat', 'ethstat', 'go', 'comment', 'minor', 'correct']"
"ethdb, core: implement delete for db batch",17101,https://github.com/ethereum/go-ethereum/issues/17101,"['ethdb', 'core', 'implement', 'delete', 'db', 'batch']","['ethdb', 'core', 'implement', 'delet', 'db', 'batch']"
swarm/api/http: refactor and clean up the http package,17100,https://github.com/ethereum/go-ethereum/issues/17100,"['swarmapihttp', 'refactor', 'clean', 'http', 'package']","['swarm', 'api', 'http', 'refactor', 'clean', 'http', 'packag']"
accounts/abi: Fix method overwritten by same name methods.,17099,https://github.com/ethereum/go-ethereum/issues/17099,"['accountsabi', 'fix', 'method', 'overwritten', 'name', 'method']","['account', 'abi', 'fix', 'method', 'overwritten', 'name', 'method']"
Fix method overwritten by same name methods.,17098,https://github.com/ethereum/go-ethereum/issues/17098,"['fix', 'method', 'overwritten', 'name', 'method']","['fix', 'method', 'overwritten', 'name', 'method']"
"cmd, dashboard, internal, log, node: logging feature",17097,https://github.com/ethereum/go-ethereum/issues/17097,"['cmd', 'dashboard', 'internal', 'log', 'node', 'logging', 'feature']","['cmd', 'dashboard', 'intern', 'log', 'node', 'log', 'featur']"
ABIGen not generating function pointers for Go,17096,https://github.com/ethereum/go-ethereum/issues/17096,"['abigen', 'generating', 'function', 'pointer', 'go']","['abigen', 'gener', 'function', 'pointer', 'go']"
create public ethereum node,17095,https://github.com/ethereum/go-ethereum/issues/17095,"['create', 'public', 'ethereum', 'node']","['creat', 'public', 'ethereum', 'node']"
smart contract front End web page showing some error so input did not store in backend,17094,https://github.com/ethereum/go-ethereum/issues/17094,"['smart', 'contract', 'front', 'end', 'web', 'page', 'showing', 'error', 'input', 'store', 'backend']","['smart', 'contract', 'front', 'end', 'web', 'page', 'show', 'error', 'input', 'store', 'backend']"
core/vm: support for various interpreters,17093,https://github.com/ethereum/go-ethereum/issues/17093,"['corevm', 'support', 'various', 'interpreter']","['core', 'vm', 'support', 'variou', 'interpret']"
remove formatting from ResettingTimer metrics if requested in raw format,17092,https://github.com/ethereum/go-ethereum/issues/17092,"['remove', 'formatting', 'resettingtimer', 'metric', 'requested', 'raw', 'format']","['remov', 'format', 'resettingtim', 'metric', 'request', 'raw', 'format']"
miner.start<> but  <anoymous> :Line 1:13 Unexpected token,17091,https://github.com/ethereum/go-ethereum/issues/17091,"['minerstart', 'anoymous', 'line', '113', 'unexpected', 'token']","['miner', 'start', 'anoym', 'line', '1', '13', 'unexpect', 'token']"
The problem with connecting exactly Trezor Model T,17090,https://github.com/ethereum/go-ethereum/issues/17090,"['the', 'problem', 'connecting', 'exactly', 'trezor', 'model', 't']","['the', 'problem', 'connect', 'exactli', 'trezor', 'model', 't']"
cmd/utils: Log targetGasLimit at startup,17089,https://github.com/ethereum/go-ethereum/issues/17089,"['cmdutils', 'log', 'targetgaslimit', 'startup']","['cmd', 'util', 'log', 'targetgaslimit', 'startup']"
rpc: bump HTTP server timeouts,17088,https://github.com/ethereum/go-ethereum/issues/17088,"['rpc', 'bump', 'http', 'server', 'timeouts']","['rpc', 'bump', 'http', 'server', 'timeout']"
build: make build/goimports.sh more potable,17087,https://github.com/ethereum/go-ethereum/issues/17087,"['build', 'make', 'buildgoimportssh', 'potable']","['build', 'make', 'build', 'goimport', 'sh', 'potabl']"
Proposal: Prometheus metrics,17086,https://github.com/ethereum/go-ethereum/issues/17086,"['proposal', 'prometheus', 'metric']","['propos', 'prometheu', 'metric']"
Decouple swarm and geth releases.,17085,https://github.com/ethereum/go-ethereum/issues/17085,"['decouple', 'swarm', 'geth', 'release']","['decoupl', 'swarm', 'geth', 'releas']"
vendor: update docker/docker/pkg/reexec so that it compiles on OpenBSD,17084,https://github.com/ethereum/go-ethereum/issues/17084,"['vendor', 'update', 'dockerdockerpkgreexec', 'compiles', 'openbsd']","['vendor', 'updat', 'docker', 'docker', 'pkg', 'reexec', 'compil', 'openbsd']"
Ethereum smart contract storage,17083,https://github.com/ethereum/go-ethereum/issues/17083,"['ethereum', 'smart', 'contract', 'storage']","['ethereum', 'smart', 'contract', 'storag']"
can not restart geth after first close,17082,https://github.com/ethereum/go-ethereum/issues/17082,"['restart', 'geth', 'first', 'close']","['restart', 'geth', 'first', 'close']"
Need help getting my Clo pool going.   Geth is running but I can't see stats for the pool,17081,https://github.com/ethereum/go-ethereum/issues/17081,"['need', 'help', 'getting', 'clo', 'pool', 'going', 'geth', 'running', 'i', 'cant', 'see', 'stats', 'pool']","['need', 'help', 'get', 'clo', 'pool', 'go', 'geth', 'run', 'i', 'see', 'stat', 'pool']"
WIP: ethdb: track compaction progress data in write pause status,17080,https://github.com/ethereum/go-ethereum/issues/17080,"['wip', 'ethdb', 'track', 'compaction', 'progress', 'data', 'write', 'pause', 'status']","['wip', 'ethdb', 'track', 'compact', 'progress', 'data', 'write', 'paus', 'statu']"
build: clean go build cache when necessary,17079,https://github.com/ethereum/go-ethereum/issues/17079,"['build', 'clean', 'go', 'build', 'cache', 'necessary']","['build', 'clean', 'go', 'build', 'cach', 'necessari']"
make clean does not enable rebuild of geth,17078,https://github.com/ethereum/go-ethereum/issues/17078,"['make', 'clean', 'enable', 'rebuild', 'geth']","['make', 'clean', 'enabl', 'rebuild', 'geth']"
metrics/prometheus: added prometheus metrics,17077,https://github.com/ethereum/go-ethereum/issues/17077,"['metricsprometheus', 'added', 'prometheus', 'metric']","['metric', 'prometheu', 'ad', 'prometheu', 'metric']"
Log when --targetgaslimit parameter is in effect,17076,https://github.com/ethereum/go-ethereum/issues/17076,"['log', 'targetgaslimit', 'parameter', 'effect']","['log', 'targetgaslimit', 'paramet', 'effect']"
